"id","album_id","duration_ms","tempo","time_signature","key","mode","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","api_analysis_url","api_track_href"
"0xGfzWPydDmcz31zGTHQRW","0CvxwMIrf6nWyTH0d7Syz1","168507","117.995","4","0","1","0.212","0.769","0.674","0.434","0.462","-7.771","0.0307","0.821","https://api.spotify.com/v1/audio-analysis/0xGfzWPydDmcz31zGTHQRW","https://api.spotify.com/v1/tracks/0xGfzWPydDmcz31zGTHQRW"
"1ytOAiXtXnKhZTRTnO9Puh","0CvxwMIrf6nWyTH0d7Syz1","50560","179.892","3","5","1","0.278","0.291","0.926","0.987","0.355","-7.726","0.0503","0.558","https://api.spotify.com/v1/audio-analysis/1ytOAiXtXnKhZTRTnO9Puh","https://api.spotify.com/v1/tracks/1ytOAiXtXnKhZTRTnO9Puh"
"7HbYAhSVTQBaJPkCKP9Uzj","0CvxwMIrf6nWyTH0d7Syz1","46760","79.983","3","9","0","0.182","0.553","0.702","0.978","0.309","-8.706","0.0432","0.759","https://api.spotify.com/v1/audio-analysis/7HbYAhSVTQBaJPkCKP9Uzj","https://api.spotify.com/v1/tracks/7HbYAhSVTQBaJPkCKP9Uzj"
"29zs81rAqTfhx8YDEgwHU4","0CvxwMIrf6nWyTH0d7Syz1","157667","109.984","4","3","1","0.63","0.701","0.428","0.936","0.157","-9.461","0.0301","0.734","https://api.spotify.com/v1/audio-analysis/29zs81rAqTfhx8YDEgwHU4","https://api.spotify.com/v1/tracks/29zs81rAqTfhx8YDEgwHU4"
"1Qz0qFr8CiyU2vuHD9m6Tm","0CvxwMIrf6nWyTH0d7Syz1","192293","119.949","3","9","0","0.367","0.566","0.586","0.919","0.136","-7.786","0.0294","0.407","https://api.spotify.com/v1/audio-analysis/1Qz0qFr8CiyU2vuHD9m6Tm","https://api.spotify.com/v1/tracks/1Qz0qFr8CiyU2vuHD9m6Tm"
"0AUUhxiEnIttczD1AUoy2O","0CvxwMIrf6nWyTH0d7Syz1","173800","75.014","4","0","1","0.3","0.393","0.938","0.791","0.211","-7.548","0.0474","0.582","https://api.spotify.com/v1/audio-analysis/0AUUhxiEnIttczD1AUoy2O","https://api.spotify.com/v1/tracks/0AUUhxiEnIttczD1AUoy2O"
"2KLtktplvs0XsCxj0Adbmh","0CvxwMIrf6nWyTH0d7Syz1","212853","94.958","4","4","0","0.507","0.458","0.306","0.00242","0.0683","-10.273","0.0262","0.234","https://api.spotify.com/v1/audio-analysis/2KLtktplvs0XsCxj0Adbmh","https://api.spotify.com/v1/tracks/2KLtktplvs0XsCxj0Adbmh"
"0d1qlAnlKMG5rcfSPdZmrj","0CvxwMIrf6nWyTH0d7Syz1","158480","158.665","4","10","0","0.868","0.103","0.246","0.584","0.0769","-12.277","0.0332","0.243","https://api.spotify.com/v1/audio-analysis/0d1qlAnlKMG5rcfSPdZmrj","https://api.spotify.com/v1/tracks/0d1qlAnlKMG5rcfSPdZmrj"
"0Wo3fbfDq8E1beh99U3S8E","0CvxwMIrf6nWyTH0d7Syz1","222480","180.004","4","9","0","0.0101","0.243","0.413","0.615","0.228","-9.939","0.0319","0.15","https://api.spotify.com/v1/audio-analysis/0Wo3fbfDq8E1beh99U3S8E","https://api.spotify.com/v1/tracks/0Wo3fbfDq8E1beh99U3S8E"
"797pjkbKgPTX772galMg0j","0CvxwMIrf6nWyTH0d7Syz1","209947","133.93","4","5","0","0.512","0.419","0.469","0.987","0.211","-7.32","0.0309","0.698","https://api.spotify.com/v1/audio-analysis/797pjkbKgPTX772galMg0j","https://api.spotify.com/v1/tracks/797pjkbKgPTX772galMg0j"
"6JhQEkppdAjmGLk7pMzADY","0CvxwMIrf6nWyTH0d7Syz1","159653","174.81","4","3","0","0.126","0.0784","0.282","0.924","0.0758","-8.675","0.0376","0.122","https://api.spotify.com/v1/audio-analysis/6JhQEkppdAjmGLk7pMzADY","https://api.spotify.com/v1/tracks/6JhQEkppdAjmGLk7pMzADY"
"4tc1DYAl7YTiaeiqjaYUux","0CvxwMIrf6nWyTH0d7Syz1","234787","130.073","4","9","0","0.453","0.313","0.614","0.00207","0.184","-7.004","0.0303","0.247","https://api.spotify.com/v1/audio-analysis/4tc1DYAl7YTiaeiqjaYUux","https://api.spotify.com/v1/tracks/4tc1DYAl7YTiaeiqjaYUux"
"3K0JccamGl93DlmindHxxT","0CvxwMIrf6nWyTH0d7Syz1","190747","75.939","4","0","1","0.942","0.311","0.26","0.884","0.326","-11.259","0.0326","0.176","https://api.spotify.com/v1/audio-analysis/3K0JccamGl93DlmindHxxT","https://api.spotify.com/v1/tracks/3K0JccamGl93DlmindHxxT"
"0M0my0XCJ392GVqdKWgvzI","0CvxwMIrf6nWyTH0d7Syz1","185667","96.951","4","6","1","0.719","0.364","0.41","0.892","0.169","-9.193","0.0267","0.0682","https://api.spotify.com/v1/audio-analysis/0M0my0XCJ392GVqdKWgvzI","https://api.spotify.com/v1/tracks/0M0my0XCJ392GVqdKWgvzI"
"2P9LhXZ7SwyPoXLZZyLJBp","0CvxwMIrf6nWyTH0d7Syz1","125200","113.923","4","7","1","0.753","0.179","0.283","0.684","0.324","-10.49","0.0322","0.0378","https://api.spotify.com/v1/audio-analysis/2P9LhXZ7SwyPoXLZZyLJBp","https://api.spotify.com/v1/tracks/2P9LhXZ7SwyPoXLZZyLJBp"
"2CaQjOqpq1tmASaS26CuVY","0CvxwMIrf6nWyTH0d7Syz1","170733","125.953","4","9","0","0.0453","0.607","0.727","0.0101","0.0681","-8.825","0.0295","0.94","https://api.spotify.com/v1/audio-analysis/2CaQjOqpq1tmASaS26CuVY","https://api.spotify.com/v1/tracks/2CaQjOqpq1tmASaS26CuVY"
"2gTMkWX5kCLP7eUo7PrNuP","0CvxwMIrf6nWyTH0d7Syz1","150800","149.901","4","4","1","0.309","0.514","0.828","0.909","0.353","-7.385","0.0305","0.844","https://api.spotify.com/v1/audio-analysis/2gTMkWX5kCLP7eUo7PrNuP","https://api.spotify.com/v1/tracks/2gTMkWX5kCLP7eUo7PrNuP"
"1tJoGKhfyfRVokS1Ph17WB","0CvxwMIrf6nWyTH0d7Syz1","182240","93.807","3","9","0","0.668","0.237","0.607","0.842","0.437","-11.039","0.0416","0.306","https://api.spotify.com/v1/audio-analysis/1tJoGKhfyfRVokS1Ph17WB","https://api.spotify.com/v1/tracks/1tJoGKhfyfRVokS1Ph17WB"
"0kKoGF3pT4XhiPit4MCxSz","0CvxwMIrf6nWyTH0d7Syz1","189067","125.203","3","2","1","0.29","0.216","0.943","0.808","0.265","-7.622","0.0619","0.309","https://api.spotify.com/v1/audio-analysis/0kKoGF3pT4XhiPit4MCxSz","https://api.spotify.com/v1/tracks/0kKoGF3pT4XhiPit4MCxSz"
"6z1ufWRKmxQPxhmOAfnL9E","0CvxwMIrf6nWyTH0d7Syz1","174133","79.984","4","0","0","0.0104","0.466","0.477","2.76e-05","0.178","-11.198","0.029","0.302","https://api.spotify.com/v1/audio-analysis/6z1ufWRKmxQPxhmOAfnL9E","https://api.spotify.com/v1/tracks/6z1ufWRKmxQPxhmOAfnL9E"
"7zl3KhzaujrhnuFZnrY10q","0CvxwMIrf6nWyTH0d7Syz1","239387","99.986","4","10","0","0.292","0.547","0.373","0.12","0.0964","-10.992","0.0274","0.607","https://api.spotify.com/v1/audio-analysis/7zl3KhzaujrhnuFZnrY10q","https://api.spotify.com/v1/tracks/7zl3KhzaujrhnuFZnrY10q"
"3FiZYcGfMtEalVmZqDY3fX","0CvxwMIrf6nWyTH0d7Syz1","151947","109.988","3","0","0","0.00168","0.312","0.663","0.916","0.123","-7.683","0.0273","0.232","https://api.spotify.com/v1/audio-analysis/3FiZYcGfMtEalVmZqDY3fX","https://api.spotify.com/v1/tracks/3FiZYcGfMtEalVmZqDY3fX"
"2mRGYgfjorLZnSRVBRF52u","0CvxwMIrf6nWyTH0d7Syz1","175027","90.964","3","8","1","0.0621","0.499","0.917","0.0507","0.408","-5.181","0.0392","0.906","https://api.spotify.com/v1/audio-analysis/2mRGYgfjorLZnSRVBRF52u","https://api.spotify.com/v1/tracks/2mRGYgfjorLZnSRVBRF52u"
